Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Symbols,^GSPC,AAPL,IBM,TSLA,GOOGL,MSFT,CSCO,TSM,NVDA,^GSPC,AAPL,IBM,TSLA,GOOGL,MSFT,CSCO,TSM,NVDA,^GSPC,AAPL,IBM,TSLA,GOOGL,MSFT,CSCO,TSM,NVDA,^GSPC,AAPL,IBM,TSLA,GOOGL,MSFT,CSCO,TSM,NVDA,^GSPC,AAPL,IBM,TSLA,GOOGL,MSFT,CSCO,TSM,NVDA,^GSPC,AAPL,IBM,TSLA,GOOGL,MSFT,CSCO,TSM,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,2561.260009765625,37.905670166015625,120.23770141601562,23.976667404174805,50.637001037597656,72.92620849609375,28.8364200592041,36.08464431762695,48.87518310546875,2561.260009765625,39.939998626708984,152.51434326171875,23.976667404174805,50.637001037597656,77.61000061035156,33.54999923706055,41.5,49.39500045776367,2564.110107421875,40.1775016784668,154.1395721435547,24.200000762939453,50.81549835205078,77.8499984741211,33.75,41.720001220703125,49.53499984741211,2559.669921875,39.900001525878906,150.0478057861328,23.608667373657227,50.26599884033203,77.37000274658203,33.439998626708984,40.93000030517578,48.33000183105469,2562.8701171875,40.10499954223633,150.2103271484375,23.731332778930664,50.5525016784668,77.66999816894531,33.720001220703125,41.400001525878906,49.52750015258789,2998090000.0,65496800.0,31892749.0,74086500.0,25596000.0,13300700.0,9971200.0,6653200.0,56731600.0
2017-10-19,2562.10009765625,37.0088005065918,121.2702865600586,23.45400047302246,50.09199905395508,73.2081069946289,29.008329391479492,35.710750579833984,48.92960739135742,2562.10009765625,38.994998931884766,153.8240966796875,23.45400047302246,50.09199905395508,77.91000366210938,33.75,41.06999969482422,49.45000076293945,2562.360107421875,39.27000045776367,153.88145446777344,23.809999465942383,50.36600112915039,77.93000030517578,33.88999938964844,41.290000915527344,49.5,2547.919921875,38.755001068115234,152.09368896484375,23.213333129882812,49.8650016784668,77.3499984741211,33.45000076293945,40.5,48.11249923706055,2553.389892578125,39.1875,152.7724609375,23.70400047302246,50.23749923706055,77.56999969482422,33.5099983215332,41.02000045776367,48.61000061035156,2990710000.0,170336800.0,10370253.0,75927000.0,34284000.0,15092800.0,13203100.0,5710500.0,57077200.0
2017-10-20,2575.2099609375,37.0728645324707,122.1521224975586,23.00666618347168,50.253501892089844,74.0538101196289,29.438077926635742,35.75423049926758,48.70697021484375,2575.2099609375,39.0625,154.94264221191406,23.00666618347168,50.253501892089844,78.80999755859375,34.25,41.119998931884766,49.224998474121094,2575.43994140625,39.4375,155.33460998535156,23.636667251586914,50.432498931884766,78.97000122070312,34.38999938964844,41.119998931884766,49.897499084472656,2567.56005859375,38.9900016784668,152.74378967285156,22.95599937438965,50.11349868774414,78.22000122070312,34.0099983215332,40.83000183105469,49.1349983215332,2567.56005859375,39.15250015258789,153.9866180419922,23.512666702270508,50.352500915527344,78.31999969482422,34.02000045776367,41.02000045776367,49.622501373291016,3384650000.0,95896400.0,8230765.0,73956000.0,32120000.0,22866400.0,24361400.0,5251600.0,45162000.0
2017-10-23,2564.97998046875,37.053890228271484,120.25279998779297,22.468000411987305,49.277000427246094,74.07260131835938,29.524030685424805,35.832481384277344,48.63771438598633,2564.97998046875,39.04249954223633,152.53346252441406,22.468000411987305,49.277000427246094,78.83000183105469,34.349998474121094,41.209999084472656,49.154998779296875,2578.2900390625,39.42250061035156,155.36329650878906,23.329999923706055,50.28950119018555,79.33999633789062,34.68000030517578,41.47999954223633,49.712501525878906,2564.330078125,38.875,152.52389526367188,22.416667938232422,49.154998779296875,78.76000213623047,34.27000045776367,41.11000061035156,48.95000076293945,2578.080078125,39.22249984741211,154.92352294921875,23.325332641601562,50.25899887084961,78.98999786376953,34.45000076293945,41.369998931884766,49.44499969482422,3211710000.0,87937200.0,6045252.0,86209500.0,32786000.0,20627200.0,22632000.0,5092400.0,42869600.0
2017-10-24,2569.1298828125,37.274539947509766,117.48670196533203,22.48933219909668,49.42449951171875,74.10078430175781,29.72171974182129,35.928123474121094,49.147281646728516,2569.1298828125,39.275001525878906,149.0248565673828,22.48933219909668,49.42449951171875,78.86000061035156,34.58000183105469,41.31999969482422,49.66999816894531,2572.179931640625,39.35499954223633,152.67686462402344,22.85333251953125,49.4630012512207,79.19999694824219,34.66999816894531,41.380001068115234,49.6875,2565.580078125,39.04999923706055,148.34608459472656,22.410667419433594,48.854000091552734,78.45999908447266,34.25,40.970001220703125,48.98500061035156,2568.659912109375,39.0724983215332,152.62905883789062,22.586666107177734,49.32500076293945,78.9000015258789,34.400001525878906,41.2599983215332,49.247501373291016,3427330000.0,71028800.0,8571656.0,67375500.0,28902000.0,17517200.0,16280200.0,4251600.0,40724400.0
2017-10-25,2557.14990234375,37.1108283996582,115.69291687011719,21.722667694091797,49.573001861572266,73.88465881347656,29.481054306030273,35.78900909423828,47.905494689941406,2557.14990234375,39.102500915527344,146.74952697753906,21.722667694091797,49.573001861572266,78.62999725341797,34.29999923706055,41.15999984741211,48.415000915527344,2567.39990234375,39.38750076293945,149.49330139160156,22.5,49.721500396728516,79.0999984741211,34.72999954223633,41.40999984741211,49.80500030517578,2544.0,38.817501068115234,146.32887268066406,21.570667266845703,48.88600158691406,78.01000213623047,34.15999984741211,40.70000076293945,47.79249954223633,2566.52001953125,39.227500915527344,149.14913940429688,22.446666717529297,49.313499450683594,78.58000183105469,34.72999954223633,41.29999923706055,49.27000045776367,3874510000.0,84828400.0,7239471.0,128911500.0,30574000.0,20410800.0,17400900.0,3360000.0,82816000.0
2017-10-26,2560.39990234375,37.34809875488281,115.76826477050781,21.744667053222656,49.57099914550781,74.00682067871094,29.455270767211914,35.823787689208984,48.40766906738281,2560.39990234375,39.352500915527344,146.84512329101562,21.744667053222656,49.57099914550781,78.76000213623047,34.27000045776367,41.20000076293945,48.92250061035156,2567.070068359375,39.45750045776367,148.29827880859375,22.01533317565918,50.32550048828125,79.41999816894531,34.5099983215332,41.34000015258789,49.040000915527344,2559.800048828125,39.19499969482422,146.7877655029297,21.546667098999023,49.52349853515625,78.75,34.06999969482422,41.06999969482422,48.45249938964844,2560.080078125,39.307498931884766,147.52389526367188,21.851999282836914,49.923500061035156,79.19999694824219,34.40999984741211,41.18000030517578,48.69499969482422,3869050000.0,68002000.0,4498323.0,75352500.0,47396000.0,32120700.0,14616100.0,3651500.0,32274400.0
2017-10-27,2581.070068359375,38.686283111572266,115.82856750488281,21.391332626342773,51.68349838256836,78.75204467773438,29.59279441833496,36.649818420410156,49.93392562866211,2581.070068359375,40.76250076293945,146.92160034179688,21.391332626342773,51.68349838256836,83.80999755859375,34.43000030517578,42.150001525878906,50.46500015258789,2582.97998046875,40.900001525878906,147.829833984375,21.639333724975586,53.180999755859375,86.19999694824219,34.619998931884766,42.18000030517578,50.467498779296875,2565.93994140625,39.67499923706055,146.1854705810547,21.110666275024414,51.342498779296875,83.61000061035156,34.09000015258789,41.41999816894531,49.1875,2570.260009765625,39.8224983215332,147.74378967285156,21.316667556762695,51.54949951171875,84.37000274658203,34.150001525878906,41.47999954223633,49.45000076293945,3887110000.0,177816800.0,5120379.0,104695500.0,103682000.0,71066700.0,20356600.0,4822800.0,57219200.0
2017-10-30,2572.830078125,39.55704879760742,116.3410873413086,21.338666915893555,51.65650177001953,78.82722473144531,29.25758171081543,36.63243865966797,50.4237174987793,2572.830078125,41.68000030517578,147.5717010498047,21.338666915893555,51.65650177001953,83.88999938964844,34.040000915527344,42.130001068115234,50.959999084472656,2580.030029296875,42.01750183105469,147.7915802001953,21.5853328704834,51.99150085449219,84.33000183105469,34.380001068115234,42.65999984741211,51.522499084472656,2568.25,40.93000030517578,145.9942626953125,21.149999618530273,51.11650085449219,83.11000061035156,33.81999969482422,42.08000183105469,50.30500030517578,2577.75,40.97249984741211,146.9980926513672,21.278667449951172,51.45800018310547,83.69999694824219,34.130001068115234,42.36000061035156,50.46500015258789,3658870000.0,178803200.0,4404078.0,63816000.0,46804000.0,31756700.0,18345100.0,5200800.0,50405600.0
2017-10-31,2575.260009765625,40.10749435424805,116.11497497558594,22.101999282836914,51.652000427246094,78.16007232666016,29.352127075195312,36.80633544921875,51.15839767456055,2575.260009765625,42.2599983215332,147.28489685058594,22.101999282836914,51.652000427246094,83.18000030517578,34.150001525878906,42.33000183105469,51.70249938964844,2578.2900390625,42.412498474121094,148.11663818359375,22.1299991607666,52.04999923706055,84.36000061035156,34.2400016784668,42.52000045776367,51.97249984741211,2572.14990234375,41.73500061035156,146.20458984375,21.345333099365234,51.314998626708984,83.11000061035156,33.959999084472656,42.099998474121094,51.224998474121094,2575.989990234375,41.974998474121094,147.5430145263672,21.34866714477539,51.650001525878906,84.36000061035156,33.97999954223633,42.18000030517578,51.282501220703125,3827230000.0,144187200.0,4527402.0,85084500.0,30326000.0,27086600.0,13935100.0,3704500.0,41190800.0
2017-11-01,2579.360107421875,39.59737777709961,116.09236907958984,21.405332565307617,52.130001068115234,78.16007232666016,29.7560977935791,36.60634994506836,51.254878997802734,2579.360107421875,41.72249984741211,147.25621032714844,21.405332565307617,52.130001068115234,83.18000030517578,34.619998931884766,42.099998474121094,51.79999923706055,2588.39990234375,42.48500061035156,148.08795166015625,22.173999786376953,52.393001556396484,83.76000213623047,34.75,42.5,52.49250030517578,2574.919921875,41.40250015258789,147.06500244140625,21.35066795349121,51.70000076293945,82.87999725341797,34.279998779296875,41.86000061035156,51.150001525878906,2583.2099609375,42.467498779296875,147.32313537597656,22.149999618530273,51.816001892089844,83.68000030517578,34.290000915527344,42.47999954223633,52.337501525878906,3813180000.0,134551200.0,3389249.0,126859500.0,43262000.0,22307400.0,22051300.0,4235700.0,50257600.0
2017-11-02,2579.85009765625,39.886844635009766,115.579833984375,19.950666427612305,52.14849853515625,78.97758483886719,29.40369987487793,36.649818420410156,50.943199157714844,2579.85009765625,42.02750015258789,146.6061248779297,19.950666427612305,52.14849853515625,84.05000305175781,34.209999084472656,42.150001525878906,51.48500061035156,2581.110107421875,42.125,147.69598388671875,20.57933235168457,52.2760009765625,84.45999908447266,34.63999938964844,42.2400016784668,51.95249938964844,2566.169921875,41.31999969482422,146.1854705810547,19.5086669921875,51.43299865722656,83.12000274658203,34.15999984741211,41.95000076293945,50.912498474121094,2579.4599609375,41.650001525878906,147.3996124267578,20.0086669921875,51.9995002746582,83.3499984741211,34.54999923706055,42.09000015258789,51.5,4048270000.0,165573600.0,3553890.0,296871000.0,26694000.0,23992900.0,19827600.0,3255800.0,34230800.0
