Date,MARKET,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2020-02-26,298.3130187988281,118.7104263305664,57.434635162353516,41.54736328125,26.95250701904297,93.01655578613281,73.84395599365234,52.87033462524414,36.63801193237305,90.23111724853516,61.73600387573242
2020-02-27,284.9153137207031,113.91276550292969,55.09701919555664,39.32548522949219,25.800771713256836,89.85597229003906,71.1026382446289,50.39322280883789,34.56692886352539,85.36429595947266,58.958984375
2020-02-28,283.7182312011719,113.17992401123047,54.00737380981445,39.290767669677734,25.10218048095703,88.69709014892578,69.80360412597656,49.844852447509766,33.71467208862305,86.0164566040039,56.988494873046875
2020-03-02,296.0050354003906,117.0688705444336,56.894474029541016,40.87906265258789,26.386079788208008,92.85372161865234,72.25837707519531,51.98160171508789,35.391693115234375,90.99034118652344,60.3429069519043
2020-03-03,287.52972412109375,114.2352294921875,56.1214714050293,39.62925720214844,25.39483642578125,90.54554748535156,70.49131774902344,51.52778244018555,35.36420440673828,87.53489685058594,59.60054016113281
2020-03-04,299.61541748046875,118.18277740478516,58.87818908691406,40.566612243652344,26.235031127929688,95.76527404785156,73.40458679199219,53.66452407836914,36.73881530761719,91.29210662841797,62.982460021972656
2020-03-05,289.65570068359375,113.77597045898438,57.76991271972656,39.082462310791016,24.97001075744629,93.54330444335938,69.81314086914062,51.96269226074219,35.895721435546875,88.41092681884766,62.0109748840332
2020-03-06,284.86737060546875,112.02692413330078,57.31357192993164,36.88662338256836,24.120370864868164,93.0452651977539,69.20185089111328,50.61068344116211,35.2817268371582,86.54206848144531,61.50687789916992
2020-03-09,262.6208190917969,104.97210693359375,54.817626953125,29.457223892211914,21.5336856842041,88.20863342285156,62.82133102416992,45.8739128112793,32.789093017578125,79.97184753417969,58.161624908447266
2020-03-10,276.2101135253906,110.77619934082031,56.39155578613281,30.85457992553711,22.798707962036133,91.2351303100586,66.07845306396484,47.736473083496094,34.38364791870117,85.30587768554688,58.702369689941406
2020-03-11,262.7452697753906,104.7180404663086,53.62553024291992,29.22288703918457,21.5620059967041,87.7489242553711,62.200477600097656,45.46735382080078,32.54166030883789,81.2761459350586,55.75121307373047
2020-03-12,237.6065673828125,94.13583374023438,48.58707809448242,25.577617645263672,19.23021125793457,81.19792938232422,55.76264953613281,41.08985900878906,29.746620178222656,73.34320068359375,50.12384796142578
2020-03-13,257.9186706542969,99.95948028564453,52.72214889526367,27.938364028930664,21.76025390625,86.8294906616211,60.11821365356445,43.97352981567383,32.35838317871094,81.9477767944336,52.85504150390625
2020-03-16,229.69625854492188,87.29597473144531,49.145870208740234,24.136869430541992,18.77707290649414,78.26721954345703,53.29832077026367,39.13275146484375,27.180673599243164,70.62751770019531,46.85191345214844
2020-03-17,242.0980224609375,90.65727233886719,53.29025650024414,24.301774978637695,19.796640396118164,83.18045806884766,55.75309371948242,41.553138732910156,28.830211639404297,75.43595123291016,52.84587097167969
2020-03-18,229.8398895263672,85.44921875,51.92121505737305,20.8127384185791,18.116239547729492,80.42214965820312,51.645877838134766,38.89638137817383,26.804946899414062,72.59371185302734,50.54543685913086
2020-03-19,230.32830810546875,88.429443359375,50.18894577026367,22.227445602416992,18.512739181518555,78.77481842041016,51.684085845947266,39.88911437988281,26.383399963378906,72.85652160644531,47.60344696044922
2020-03-20,220.40249633789062,85.80099487304688,46.93864059448242,22.444427490234375,17.851903915405273,75.74832916259766,49.0955924987793,38.46146774291992,24.88965606689453,69.51789093017578,43.82743835449219
2020-03-23,214.76719665527344,85.94237518310547,45.54957580566406,20.914649963378906,16.81321907043457,71.81405639648438,46.94517135620117,36.500797271728516,23.5065860748291,68.88286590576172,41.590972900390625
2020-03-24,234.22579956054688,94.00347137451172,47.87248229980469,24.2688045501709,18.898212432861328,77.34785461425781,52.88430404663086,40.793331146240234,25.556259155273438,75.9374771118164,46.06203842163086
2020-03-25,237.7322235107422,95.65298461914062,47.74135208129883,25.413471221923828,19.41231918334961,78.37760162353516,55.666175842285156,41.745113372802734,26.69188690185547,75.83964538574219,47.23765182495117
2020-03-26,251.61334228515625,99.60989379882812,50.3546257019043,26.966320037841797,20.63094139099121,83.58416748046875,59.179603576660156,43.705780029296875,28.74155616760254,80.53618621826172,51.26438522338867
2020-03-27,244.11886596679688,96.27156829833984,50.120460510253906,25.138399124145508,20.00259017944336,81.79410552978516,56.68650436401367,42.12582778930664,28.815420150756836,76.8963623046875,51.54208755493164
2020-03-30,252.0467987060547,98.28438568115234,52.078067779541016,25.395727157592773,20.383411407470703,85.62445068359375,57.51432418823242,43.46782684326172,29.56327247619629,80.1350326538086,53.448997497558594
2020-03-31,248.28997802734375,96.301025390625,51.019657135009766,25.78615951538086,19.821699142456055,85.24913024902344,56.802024841308594,42.86821365356445,28.62153434753418,78.63800811767578,51.292152404785156
2020-04-01,237.11569213867188,92.0004653930664,50.15792465209961,24.508386611938477,18.612594604492188,82.00585174560547,54.24155044555664,40.936100006103516,26.88577651977539,74.89054870605469,48.209625244140625
2020-04-02,242.5872344970703,92.34413146972656,51.44114303588867,26.753358840942383,19.079099655151367,84.277099609375,54.9634895324707,41.55474853515625,27.28278160095215,76.64196014404297,49.718482971191406
2020-04-03,239.08087158203125,90.7338638305664,51.843910217285156,26.469409942626953,18.698278427124023,83.51681518554688,54.23192596435547,40.55538558959961,27.05196189880371,75.45804595947266,47.9411735534668
2020-04-06,255.13897705078125,98.28438568115234,53.77342224121094,27.87141227722168,20.04067039489746,87.89570617675781,57.986000061035156,43.57252883911133,29.009307861328125,81.89623260498047,51.64391326904297
2020-04-07,255.3990936279297,99.74736022949219,53.15522384643555,28.465932846069336,20.240602493286133,87.17391204833984,57.85123825073242,44.73370361328125,29.01854133605957,81.16239166259766,50.995933532714844
2020-04-08,263.9724426269531,102.88932800292969,53.9420166015625,30.364843368530273,21.12601089477539,90.76364135742188,59.94966506958008,46.92280197143555,31.197473526000977,83.34432983398438,53.77299118041992
2020-04-09,267.98944091796875,104.74504089355469,54.44780731201172,30.089763641357422,22.258947372436523,91.26409912109375,60.8544921875,48.940574645996094,32.803958892822266,83.3639144897461,56.309364318847656
2020-04-13,265.5426330566406,104.71559143066406,54.0450439453125,29.992155075073242,21.449708938598633,90.4653091430664,59.07371520996094,47.86506271362305,31.29903221130371,83.54981994628906,54.522789001464844
2020-04-14,273.37420654296875,108.8099594116211,56.33985900878906,29.850181579589844,21.544912338256836,93.46800231933594,60.19994354248047,48.48372268676758,32.34233474731445,87.05268096923828,56.12422561645508
2020-04-15,267.5655212402344,106.42402648925781,55.450035095214844,28.448184967041016,20.61190414428711,92.9867935180664,58.53467559814453,46.25655746459961,31.095911026000977,85.15445709228516,54.272857666015625
2020-04-16,268.85638427734375,107.70045471191406,55.815330505371094,27.232524871826172,20.250120162963867,95.01744079589844,58.01487350463867,45.99006652832031,30.892791748046875,86.19161987304688,54.282108306884766
2020-04-17,276.1195983886719,110.88166809082031,56.66768264770508,30.125259399414062,21.31641960144043,96.9903564453125,60.738983154296875,47.83650207519531,31.889928817749023,87.33641052246094,56.031646728515625
2020-04-20,271.2550048828125,108.9474105834961,55.55306625366211,29.184677124023438,20.94512367248535,96.22044372558594,59.12184524536133,46.65631103515625,30.708131790161133,85.9372329711914,53.911842346191406
2020-04-21,263.018798828125,106.11965942382812,54.37287902832031,28.670021057128906,20.269166946411133,93.29476165771484,57.72610855102539,45.50465393066406,30.25572967529297,82.3365478515625,53.02317810058594
2020-04-22,268.85638427734375,108.40739440917969,54.897403717041016,29.69046401977539,20.488134384155273,94.7190933227539,58.332523345947266,46.399322509765625,30.781993865966797,85.5067138671875,54.56907272338867
2020-04-23,268.8370361328125,108.3779296875,54.410343170166016,30.648792266845703,20.402450561523438,95.23878479003906,58.79457473754883,46.722930908203125,30.431150436401367,84.9196548461914,53.652645111083984
2020-04-24,272.58428955078125,110.21400451660156,54.99107360839844,30.719772338867188,20.69758415222168,96.51878356933594,59.26624298095703,47.45580291748047,30.541942596435547,86.71998596191406,53.98588943481445
2020-04-27,276.5145568847656,112.27591705322266,55.15029525756836,31.385284423828125,21.402103424072266,97.76029205322266,60.738983154296875,48.7216682434082,31.42829132080078,87.46361541748047,54.55055618286133
2020-04-28,275.2430419921875,112.7177734375,55.45940017700195,32.10403060913086,21.630598068237305,95.78736877441406,61.87483215332031,49.625858306884766,31.455989837646484,86.29925537109375,54.75421142578125
2020-04-29,282.448486328125,115.2018814086914,55.22523498535156,34.48210906982422,22.258947372436523,96.42254638671875,63.05881881713867,50.89173126220703,31.539087295532227,89.84124755859375,54.25434494018555
2020-04-30,279.8187255859375,114.4850845336914,54.5695686340332,33.718994140625,21.697240829467773,95.97985076904297,61.80745315551758,49.37840270996094,31.31749153137207,89.44010162353516,53.004661560058594
2020-05-01,272.4109191894531,110.20419311523438,53.970123291015625,31.811208724975586,21.00224494934082,94.15128326416016,59.94004440307617,48.34095764160156,30.35729217529297,86.98418426513672,51.72722625732422
2020-05-04,273.16229248046875,110.8031234741211,53.9420166015625,32.91151809692383,20.811830520629883,94.10316467285156,59.179603576660156,48.51227951049805,30.33882713317871,88.13874816894531,52.116004943847656
2020-05-05,275.6861572265625,111.20568084716797,53.98884582519531,32.93812942504883,20.745189666748047,96.14344024658203,59.41062545776367,48.63600540161133,30.532712936401367,89.35201263427734,52.54182434082031
2020-05-06,273.81732177734375,111.18605041503906,53.39875411987305,32.07741165161133,20.2977237701416,95.19068145751953,58.59242630004883,47.798439025878906,29.969512939453125,90.04673767089844,50.75525665283203
2020-05-07,277.1214294433594,112.93375396728516,53.24888229370117,32.91151809692383,20.77375030517578,95.1810531616211,59.27586364746094,48.778778076171875,30.23726463317871,91.3969955444336,50.95890426635742
2020-05-08,281.70672607421875,115.13314819335938,54.43844223022461,34.411109924316406,21.221216201782227,95.671875,60.74861526489258,49.949462890625,30.791227340698242,92.73745727539062,51.986412048339844
2020-05-11,281.7645568847656,114.87784576416016,54.36351013183594,33.80772399902344,20.811830520629883,97.31758117675781,59.9881706237793,49.18803787231445,30.421918869018555,93.35388946533203,51.76424789428711
2020-05-12,276.1485290527344,112.36428833007812,53.90454864501953,33.21321105957031,20.269166946411133,95.83550262451172,58.30365753173828,48.43613052368164,29.12933349609375,91.42634582519531,51.310665130615234
2020-05-13,271.2646484375,110.43001556396484,53.417484283447266,31.70472526550293,19.66937255859375,94.79609680175781,56.84052658081055,47.4177360534668,28.66769790649414,89.85103607177734,50.87559509277344
2020-05-14,274.51092529296875,112.07955169677734,53.286354064941406,32.05966567993164,20.173959732055664,95.83550262451172,57.43732833862305,47.998313903808594,28.704627990722656,90.99581146240234,51.4217414855957
2020-05-15,275.7728271484375,113.38542175292969,53.75468063354492,31.935436248779297,20.04067039489746,96.64389038085938,57.23518371582031,48.41709899902344,28.60306739807129,91.4556884765625,50.73674011230469
2020-05-18,284.1728210449219,117.6761703491211,54.60704040527344,34.544219970703125,21.06888771057129,97.44269561767578,61.00851821899414,50.6252326965332,29.997215270996094,93.69635009765625,52.81953048706055
2020-05-19,281.2540283203125,117.25395965576172,53.60481643676758,33.577022552490234,20.554779052734375,96.2685775756836,60.22881317138672,50.13982009887695,29.41555404663086,93.35388946533203,51.94938659667969
2020-05-20,286.0319519042969,118.7856674194336,54.24174880981445,34.916900634765625,21.011762619018555,96.38404846191406,61.35504150390625,50.93932342529297,29.692529678344727,95.39885711669922,52.23634719848633
2020-05-21,284.05718994140625,119.20787811279297,53.64228439331055,34.357887268066406,20.94512367248535,95.671875,61.499427795410156,50.45391082763672,29.5448055267334,94.06815338134766,51.708709716796875
2020-05-22,284.5965881347656,119.03113555908203,53.82961654663086,34.144920349121094,20.868953704833984,95.87397766113281,61.451297760009766,50.377769470214844,30.191102981567383,94.4106216430664,52.28263473510742
2020-05-26,288.10302734375,120.91631317138672,54.11997985839844,35.09437942504883,21.954294204711914,95.70075225830078,64.03101348876953,51.75785827636719,31.151308059692383,94.31275939941406,52.6251335144043
2020-05-27,292.3897399902344,122.98804473876953,54.93487548828125,35.54691696166992,22.90634536743164,96.69202423095703,66.1679458618164,52.28133010864258,31.816064834594727,94.85090637207031,53.254600524902344
2020-05-28,291.85028076171875,121.49560546875,55.42192840576172,34.55309295654297,22.54456901550293,97.95275115966797,65.54227447509766,52.76673889160156,32.17613983154297,94.66499328613281,54.828269958496094
2020-05-29,293.1507263183594,121.93744659423828,55.478126525878906,34.39337158203125,22.28750991821289,99.13651275634766,65.13798522949219,52.77625274658203,31.991483688354492,95.85871887207031,55.25407791137695
